,codigo_universidad,nombre_universidad,anio,cod_capitulo,des_capitulo,cod_articulo,des_articulo,cod_concepto,des_concepto,cod_subconcepto,des_subconcepto,cod_partida,des_partida,cod_seccion,des_seccion,cod_servicio,des_servicio,cod_unidad_de_coste,des_unidad_de_coste,cod_organica_libre_1,des_organica_libre_1,cod_organica_libre_2,des_organica_libre_2,fecha_referencia,credito_inicial,modificaciones,credito_total,derechos_reconocidos_netos,recaudacion_neta
0,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-3,ETS de Arquitectura,None,None,None,None,None,None,None,None,20210620,"160.000,00",None,None,None,None
1,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-3,ETS de Arquitectura,None,None,None,None,None,None,None,None,20210620,"55.465,00",None,None,None,None
2,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.99,Otros ingresos derivados de prestación de servicios,None,None,UPM-3,ETS de Arquitectura,None,None,None,None,None,None,None,None,20210620,"20.000,00",None,None,None,None
3,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-3,ETS de Arquitectura,None,None,None,None,None,None,None,None,20210620,"6.005,00",None,None,None,None
4,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-03,ETS de Arquitectura,UPM-03.X5,Matemática Aplicada,None,None,None,None,None,None,20210620,0,None,None,None,None
5,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-03,ETS de Arquitectura,UPM-03.X6,Proyectos Arquitectónicos,None,None,None,None,None,None,20210620,"7.000,00",None,None,None,None
6,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-4,"ETSI de Caminos, Canales y Puertos",None,None,None,None,None,None,None,None,20210620,"200.000,00",None,None,None,None
7,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-4,"ETSI de Caminos, Canales y Puertos",None,None,None,None,None,None,None,None,20210620,"50.000,00",None,None,None,None
8,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-4,"ETSI de Caminos, Canales y Puertos",None,None,None,None,None,None,None,None,20210620,"130.000,00",None,None,None,None
9,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.02,Cesiones de taquillas y azoteas y otras concesiones,None,None,UPM-4,"ETSI de Caminos, Canales y Puertos",None,None,None,None,None,None,None,None,20210620,"125.000,00",None,None,None,None
10,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-52,Intereses de depósitos,UPM-520,Intereses de cuentas bancarias,UPM-520.00,Intereses de cuentas corrientes,None,None,UPM-04,ETS de Arquitectura,UPM-04LG,"Legados - ETSI Caminos, Canales y Puertos",None,None,None,None,None,None,20210620,"3.000,00",None,None,None,None
11,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-53,Dividendos  y participación en beneficios,UPM-530,Dividendos procedentes de diversos legados,None,None,None,None,UPM-04,ETS de Arquitectura,UPM-04LG,"Legados - ETSI Caminos, Canales y Puertos",None,None,None,None,None,None,20210620,"3.000,00",None,None,None,None
12,UPM,Universidad Politecnica de Madrid,2021,UPM-8,Capítulo 8 ACTIVOS FINANCIEROS,UPM-86,Enajenación acciones y participaciones fuera d...,UPM-860,Enajen. accion. y partic. fuera Sector Público,UPM-860.00,Enajen. Accion.y part. fuera  Sector Públ. largo plazo,None,None,UPM-04,ETS de Arquitectura,UPM-04LG,"Legados - ETSI Caminos, Canales y Puertos",None,None,None,None,None,None,20210620,0,None,None,None,None
13,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-04,ETS de Arquitectura,UPM-04.X4,Ingeniería Civil: Transporte y Territorio,None,None,None,None,None,None,20210620,0,None,None,None,None
14,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-04,ETS de Arquitectura,UPM-04.X6,Matemática e Informática aplicadas a las Ingenierías Civil y Naval,None,None,None,None,None,None,20210620,0,None,None,None,None
15,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-5,ETSI Industriales,None,None,None,None,None,None,None,None,20210620,"180.000,00",None,None,None,None
16,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.03,Actividades deportivas,None,None,UPM-5,ETSI Industriales,None,None,None,None,None,None,None,None,20210620,"3.000,00",None,None,None,None
17,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-5,ETSI Industriales,None,None,None,None,None,None,None,None,20210620,"50.000,00",None,None,None,None
18,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-5,ETSI Industriales,None,None,None,None,None,None,None,None,20210620,"20.000,00",None,None,None,None
19,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-5,ETSI Industriales,None,None,None,None,None,None,None,None,20210620,"50.000,00",None,None,None,None
20,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-05,ETS de Arquitectura,UPM-05.X6,Ingeniería Química Industrial y del Medio Ambiente,None,None,None,None,None,None,20210620,0,None,None,None,None
21,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-6,ETSI de Minas y Energía,None,None,None,None,None,None,None,None,20210620,"250.000,00",None,None,None,None
22,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-6,ETSI de Minas y Energía,None,None,None,None,None,None,None,None,20210620,"26.000,00",None,None,None,None
23,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-6,ETSI de Minas y Energía,None,None,None,None,None,None,None,None,20210620,"5.000,00",None,None,None,None
24,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-6,ETSI de Minas y Energía,None,None,None,None,None,None,None,None,20210620,"20.000,00",None,None,None,None
25,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-06,ETS de Arquitectura,UPM-06.X1,Energía y Combustibles,None,None,None,None,None,None,20210620,"6.000,00",None,None,None,None
26,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-8,ETSI Navales,None,None,None,None,None,None,None,None,20210620,"25.000,00",None,None,None,None
27,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-8,ETSI Navales,None,None,None,None,None,None,None,None,20210620,"11.500,00",None,None,None,None
28,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-33,Venta de bienes,UPM-332,Venta fotocopias y otros productos de reprografía,UPM-332.00,Venta fotocopias y otros productos de reprografía,None,None,UPM-8,ETSI Navales,None,None,None,None,None,None,None,None,20210620,"2.500,00",None,None,None,None
29,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-8,ETSI Navales,None,None,None,None,None,None,None,None,20210620,"8.000,00",None,None,None,None
30,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-9,ETSI de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"600.000,00",None,None,None,None
31,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-9,ETSI de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"60.000,00",None,None,None,None
32,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-9,ETSI de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"20.000,00",None,None,None,None
33,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-399,Ingresos diversos,UPM-399.99,Otros ingresos diversos,None,None,UPM-9,ETSI de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"10.000,00",None,None,None,None
34,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-9,ETSI de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"30.000,00",None,None,None,None
35,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.02,Cesiones de taquillas y azoteas y otras concesiones,None,None,UPM-9,ETSI de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"20.000,00",None,None,None,None
36,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-10,ETSI Informáticos,None,None,None,None,None,None,None,None,20210620,"400.000,00",None,None,None,None
37,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-10,ETSI Informáticos,None,None,None,None,None,None,None,None,20210620,"25.000,00",None,None,None,None
38,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.06,Organización de congresos y otros eventos,None,None,UPM-10,ETSI Informáticos,None,None,None,None,None,None,None,None,20210620,"25.000,00",None,None,None,None
39,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.99,Otros ingresos derivados de prestación de servicios,None,None,UPM-10,ETSI Informáticos,None,None,None,None,None,None,None,None,20210620,"20.000,00",None,None,None,None
40,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-10,ETSI Informáticos,None,None,None,None,None,None,None,None,20210620,"25.000,00",None,None,None,None
41,UPM,Universidad Politecnica de Madrid,2021,UPM-4,Capítulo 4 TRANSFERENCIAS Y SUBVENCIONES CORRIENTES,UPM-47,De empresa privadas,UPM-470,Transf. y subv. corrientes de empresas privadas,UPM-470.01,Subvenciones corrientes de empresas privadas,None,None,UPM-10,ETSI Informáticos,None,None,None,None,None,None,None,None,20210620,"10.000,00",None,None,None,None
42,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-10,ETSI Informáticos,None,None,None,None,None,None,None,None,20210620,"90.000,00",None,None,None,None
43,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.02,Cesiones de taquillas y azoteas y otras concesiones,None,None,UPM-10,ETSI Informáticos,None,None,None,None,None,None,None,None,20210620,"7.000,00",None,None,None,None
44,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-10,ETS de Arquitectura,UPM-10.X2,Inteligencia Artificial,None,None,None,None,None,None,20210620,"3.600,00",None,None,None,None
45,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-10,ETS de Arquitectura,UPM-10.X3,Lenguajes y Sistemas Inform. Ing. Software,None,None,None,None,None,None,20210620,"20.000,00",None,None,None,None
46,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-13,"ETSI Montes, Forestal y del Medio Natural",None,None,None,None,None,None,None,None,20210620,"140.000,00",None,None,None,None
47,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-13,"ETSI Montes, Forestal y del Medio Natural",None,None,None,None,None,None,None,None,20210620,"12.000,00",None,None,None,None
48,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-13,"ETSI Montes, Forestal y del Medio Natural",None,None,None,None,None,None,None,None,20210620,"15.000,00",None,None,None,None
49,UPM,Universidad Politecnica de Madrid,2021,UPM-8,Capítulo 8 ACTIVOS FINANCIEROS,UPM-86,Enajenación acciones y participaciones fuera d...,UPM-860,Enajen. accion. y partic. fuera Sector Público,UPM-860.01,Enajen. Accion.y part. fuera  Sector Públ. corto plazo,None,None,UPM-13,ETS de Arquitectura,UPM-13LG,Legados - ETSI Montes,None,None,None,None,None,None,20210620,"57.233,89",None,None,None,None
50,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-13,ETS de Arquitectura,UPM-13.X1,Ingeniería y Gestión Forestal y Ambiental,None,None,None,None,None,None,20210620,"10.000,00",None,None,None,None
51,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-13,ETS de Arquitectura,UPM-13.X2,Sistemas y Recursos Naturales,None,None,None,None,None,None,20210620,"3.000,00",None,None,None,None
52,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-14,ETSI Aeronáutica y del Espacio,None,None,None,None,None,None,None,None,20210620,"600.000,00",None,None,None,None
53,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-14,ETSI Aeronáutica y del Espacio,None,None,None,None,None,None,None,None,20210620,"60.000,00",None,None,None,None
54,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-33,Venta de bienes,UPM-330,Venta publicaciones propias,UPM-330.00,Venta publicaciones propias,None,None,UPM-14,ETSI Aeronáutica y del Espacio,None,None,None,None,None,None,None,None,20210620,"150.000,00",None,None,None,None
55,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-33,Venta de bienes,UPM-332,Venta fotocopias y otros productos de reprografía,UPM-332.00,Venta fotocopias y otros productos de reprografía,None,None,UPM-14,ETSI Aeronáutica y del Espacio,None,None,None,None,None,None,None,None,20210620,"10.000,00",None,None,None,None
56,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-14,ETSI Aeronáutica y del Espacio,None,None,None,None,None,None,None,None,20210620,"15.000,00",None,None,None,None
57,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-14,ETSI Aeronáutica y del Espacio,None,None,None,None,None,None,None,None,20210620,"40.000,00",None,None,None,None
