,codigo_universidad,nombre_universidad,anio,cod_capitulo,des_capitulo,cod_articulo,des_articulo,cod_concepto,des_concepto,cod_subconcepto,des_subconcepto,cod_partida,des_partida,cod_seccion,des_seccion,cod_servicio,des_servicio,cod_unidad_de_coste,des_unidad_de_coste,cod_organica_libre_1,des_organica_libre_1,cod_organica_libre_2,des_organica_libre_2,fecha_referencia,credito_inicial,modificaciones,credito_total,derechos_reconocidos_netos,recaudacion_neta
178,UPM,Universidad Politecnica de Madrid,2021,UPM-8,Capítulo 8 ACTIVOS FINANCIEROS,UPM-83,Reintegro préstamos concedidos fuera del Secto...,UPM-830,Reintegro préstamos al personal a corto plazo,UPM-830.02,Reintegro préstamos al personal laboral a corto plazo,None,None,UPM-30,Rectorado,None,None,None,None,None,None,None,None,20210620,"70.723,65",None,None,None,None
179,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-34,ETS de Arquitectura,UPM-34.07,Gtos C. ETSI Sist.Inform.-ETS de Ing. y Sist.Telec.,None,None,None,None,None,None,20210620,"120.000,00",None,None,None,None
180,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-34,ETS de Arquitectura,UPM-34.07,Gtos C. ETSI Sist.Inform.-ETS de Ing. y Sist.Telec.,None,None,None,None,None,None,20210620,"10.000,00",None,None,None,None
181,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-34,ETS de Arquitectura,UPM-34.07,Gtos C. ETSI Sist.Inform.-ETS de Ing. y Sist.Telec.,None,None,None,None,None,None,20210620,"65.000,00",None,None,None,None
182,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-35,ETS de Arquitectura,UPM-35.00,General Campus Montegancedo,None,None,None,None,None,None,20210620,"10.000,00",None,None,None,None
183,UPM,Universidad Politecnica de Madrid,2021,UPM-4,Capítulo 4 TRANSFERENCIAS Y SUBVENCIONES CORRIENTES,UPM-44,De entidades públ. empr. y otras entidades del...,UPM-442,Transf. y Subv. Corrientes de otros organismos...,UPM-442.01,Subv. corrientes de otros organismos públicos,None,None,UPM-35,ETS de Arquitectura,UPM-35.04,Genómica CBGP y Laboratorio cultivo de plantas,None,None,None,None,None,None,20210620,"445.898,52",None,None,None,None
184,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-35,ETS de Arquitectura,UPM-35.07,Centro de Empresas,None,None,None,None,None,None,20210620,"588.800,00",None,None,None,None
185,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-36,ETS de Arquitectura,UPM-36.00,General Campus Getafe,None,None,None,None,None,None,20210620,0,None,None,None,None
186,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-36,ETS de Arquitectura,UPM-36.00,General Campus Getafe,None,None,None,None,None,None,20210620,0,None,None,None,None
187,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-36,ETS de Arquitectura,UPM-36.01,Laboratorios de Materiales Avanzados y Ensayo Fluidomecánicos,None,None,None,None,None,None,20210620,"70.000,00",None,None,None,None
188,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-36,ETS de Arquitectura,UPM-36.02,LOM,None,None,None,None,None,None,20210620,"25.200,00",None,None,None,None
189,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-36,ETS de Arquitectura,UPM-36.03,Laboratorio Oficial de Ensayos de Materiales de Construcción (LOEMCO),None,None,None,None,None,None,20210620,"76.000,00",None,None,None,None
190,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-36,ETS de Arquitectura,UPM-36.04,FGP,None,None,None,None,None,None,20210620,"20.000,00",None,None,None,None
191,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-36,ETS de Arquitectura,UPM-36.06,"Laboratorios de Baja Tensión, Vehículos y Alta Tensión",None,None,None,None,None,None,20210620,"210.000,00",None,None,None,None
192,UPM,Universidad Politecnica de Madrid,2021,UPM-4,Capítulo 4 TRANSFERENCIAS Y SUBVENCIONES CORRIENTES,UPM-45,De Comunidades Autónomas,UPM-459,Otras subvenciones y transferencias corrientes,UPM-459.01,Transferencias corrientes para el Consejo Social,None,None,UPM-38,Consejo Social,None,None,None,None,None,None,None,None,20210620,"168.867,00",None,None,None,None
193,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-54,ETS de Edificación,None,None,None,None,None,None,None,None,20210620,"12.000,00",None,None,None,None
194,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-54,ETS de Edificación,None,None,None,None,None,None,None,None,20210620,"2.500,00",None,None,None,None
195,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-33,Venta de bienes,UPM-332,Venta fotocopias y otros productos de reprografía,UPM-332.00,Venta fotocopias y otros productos de reprografía,None,None,UPM-54,ETS de Edificación,None,None,None,None,None,None,None,None,20210620,0,None,None,None,None
196,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-54,ETS de Edificación,None,None,None,None,None,None,None,None,20210620,"2.000,00",None,None,None,None
197,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-399,Ingresos diversos,UPM-399.99,Otros ingresos diversos,None,None,UPM-54,ETS de Edificación,None,None,None,None,None,None,None,None,20210620,"1.500,00",None,None,None,None
198,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-54,ETS de Edificación,None,None,None,None,None,None,None,None,20210620,"7.500,00",None,None,None,None
199,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-56,ETS de Ingeniería y Diseño Industrial,None,None,None,None,None,None,None,None,20210620,"40.000,00",None,None,None,None
200,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-56,ETS de Ingeniería y Diseño Industrial,None,None,None,None,None,None,None,None,20210620,"8.000,00",None,None,None,None
201,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-56,ETS de Ingeniería y Diseño Industrial,None,None,None,None,None,None,None,None,20210620,"2.000,00",None,None,None,None
202,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.02,Cesiones de taquillas y azoteas y otras concesiones,None,None,UPM-56,ETS de Ingeniería y Diseño Industrial,None,None,None,None,None,None,None,None,20210620,"24.000,00",None,None,None,None
203,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-31,Precios públicos ,UPM-314,Otros precios públicos por cursos y seminarios,UPM-314.00,Otros precios públicos por cursos y seminarios,None,None,UPM-58,ETS de Ingeniería Civil,None,None,None,None,None,None,None,None,20210620,"10.000,00",None,None,None,None
204,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-58,ETS de Ingeniería Civil,None,None,None,None,None,None,None,None,20210620,"15.000,00",None,None,None,None
205,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-58,ETS de Ingeniería Civil,None,None,None,None,None,None,None,None,20210620,"15.000,00",None,None,None,None
206,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-58,ETS de Ingeniería Civil,None,None,None,None,None,None,None,None,20210620,"15.000,00",None,None,None,None
207,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-58,ETS de Ingeniería Civil,None,None,None,None,None,None,None,None,20210620,"20.000,00",None,None,None,None
208,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-58,ETS de Arquitectura,UPM-58.X1,"Ing.:Construcción, Infraestructura y Transporte",None,None,None,None,None,None,20210620,0,None,None,None,None
209,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-59,ETS de Ingeniería y Sist. de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"50.000,00",None,None,None,None
210,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-59,ETS de Ingeniería y Sist. de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"5.000,00",None,None,None,None
211,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-59,ETS de Ingeniería y Sist. de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"10.000,00",None,None,None,None
212,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-59,ETS de Ingeniería y Sist. de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"32.000,00",None,None,None,None
213,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.02,Cesiones de taquillas y azoteas y otras concesiones,None,None,UPM-59,ETS de Ingeniería y Sist. de Telecomunicación,None,None,None,None,None,None,None,None,20210620,"3.000,00",None,None,None,None
214,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-59,ETS de Arquitectura,UPM-59.X1,Ingeniería Telemática y Electrónica,None,None,None,None,None,None,20210620,0,None,None,None,None
215,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-60,"ETSI Topografía, Geodesia y Cartografía",None,None,None,None,None,None,None,None,20210620,"18.000,00",None,None,None,None
216,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-60,"ETSI Topografía, Geodesia y Cartografía",None,None,None,None,None,None,None,None,20210620,"10.900,00",None,None,None,None
217,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.06,Organización de congresos y otros eventos,None,None,UPM-60,"ETSI Topografía, Geodesia y Cartografía",None,None,None,None,None,None,None,None,20210620,"3.220,00",None,None,None,None
218,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-60,"ETSI Topografía, Geodesia y Cartografía",None,None,None,None,None,None,None,None,20210620,"3.000,00",None,None,None,None
219,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-60,"ETSI Topografía, Geodesia y Cartografía",None,None,None,None,None,None,None,None,20210620,"10.000,00",None,None,None,None
220,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-60,ETS de Arquitectura,UPM-60.X1,Ingeniería Topográfica y Cartografía,None,None,None,None,None,None,20210620,"78,44",None,None,None,None
221,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-61,ETSI Sistemas Informáticos,None,None,None,None,None,None,None,None,20210620,"45.000,00",None,None,None,None
222,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-61,ETSI Sistemas Informáticos,None,None,None,None,None,None,None,None,20210620,0,None,None,None,None
223,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-61,ETSI Sistemas Informáticos,None,None,None,None,None,None,None,None,20210620,"18.000,00",None,None,None,None
224,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-61,ETSI Sistemas Informáticos,None,None,None,None,None,None,None,None,20210620,"48.000,00",None,None,None,None
225,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-91,I.C.E.,None,None,None,None,None,None,None,None,20210620,"9.000,00",None,None,None,None
226,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-91,I.C.E.,None,None,None,None,None,None,None,None,20210620,0,None,None,None,None
227,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-31,Precios públicos ,UPM-310,Derechos de matrícula por estudios oficiales,UPM-310.03,Por selectividad y acceso,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"75.000,00",None,None,None,None
228,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"70.000,00",None,None,None,None
229,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.05,Prestación de servicios en Centros,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"48.500,00",None,None,None,None
230,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-33,Venta de bienes,UPM-332,Venta fotocopias y otros productos de reprografía,UPM-332.00,Venta fotocopias y otros productos de reprografía,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"8.000,00",None,None,None,None
231,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-33,Venta de bienes,UPM-335,Venta material de desecho,None,None,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"5.000,00",None,None,None,None
232,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-39,Otros ingresos,UPM-391,Ingresos por indemnizaciones,UPM-391.00,Indemnizaciones de seguros,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"15.000,00",None,None,None,None
233,UPM,Universidad Politecnica de Madrid,2021,UPM-5,Capítulo 5 INGRESOS PATRIMONIALES,UPM-55,Productos de concesiones y aprov. Especiales,UPM-550,Producto de concesiones administrativas,UPM-550.00,Cesiones de locales,None,None,UPM-93,Fac. de Ciencias de la Activ. Física y del Deporte,None,None,None,None,None,None,None,None,20210620,"30.000,00",None,None,None,None
234,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-93,ETS de Arquitectura,UPM-93.X1,Ciencias Sociales de la Actividad Física,None,None,None,None,None,None,20210620,"4.649,35",None,None,None,None
235,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-93,ETS de Arquitectura,UPM-93.X2,Deportes,None,None,None,None,None,None,20210620,"3.000,00",None,None,None,None
236,UPM,Universidad Politecnica de Madrid,2021,UPM-3,"Capítulo 3 TASAS, PRECIOS PÚBLICOS Y OTROS INGRESOS",UPM-32,Otros ingresos por prestación de servicios,UPM-329,Otros ingresos procedentes prestaciones de ser...,UPM-329.00,Cánones art. 83 LOU,None,None,UPM-93,ETS de Arquitectura,UPM-93.X3,Salud y Rendimiento Humano,None,None,None,None,None,None,20210620,"12.000,00",None,None,None,None
237,UPM,Universidad Politecnica de Madrid,2021,UPM-8,Capítulo 8 ACTIVOS FINANCIEROS,UPM-87,Remanente Tesorería,UPM-870,Remanente Tesorería,UPM-870.00,Remanente Tesorería,None,None,UPM-99,Remanente de Tesorería,None,None,None,None,None,None,None,None,20210620,"5.925.275,14",None,None,None,None
238,UPM,Universidad Politecnica de Madrid,2021,UPM-8,Capítulo 8 ACTIVOS FINANCIEROS,UPM-87,Remanente Tesorería,UPM-870,Remanente Tesorería,UPM-870.01,Remanente Tesorería afectado,None,None,UPM-99,Remanente de Tesorería Afectado,None,None,None,None,None,None,None,None,20210620,"16.197.633,76",None,None,None,None
